TagID,tagon_time,Type,EventID,start_time,sec_since_tagon,duration,BB_RMS,SPL_rms_fc_1000,SPL_rms_fc_1250,SPL_rms_fc_1600,SPL_rms_fc_2000,SPL_rms_fc_2500,SPL_rms_fc_3150,SPL_rms_fc_4000,SPL_rms_fc_5000,SPL_rms_fc_6300,SPL_rms_fc_8000
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:32:21Z,100091.03,0.98,104.94186022915514,NA,NA,NA,NA,81.2329141454291,104.637716218523,92.9612978007213,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:32:45Z,100115.63,0.87,101.51826651279336,NA,NA,NA,NA,78.0055893921688,101.195872580845,89.7849560149722,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:33:10Z,100140.06,1,102.58903438432348,NA,NA,NA,NA,79.0873660118923,102.325699235821,89.9424940115143,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:33:34Z,100164.51,0.97,102.45154497412913,NA,NA,NA,NA,79.3438843276536,102.188304429661,89.7693488994741,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:33:59Z,100189.02,0.95,106.40701301340846,NA,NA,NA,NA,82.5665647623678,106.132449096184,93.9759334099989,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:34:23Z,100213.43,1.02,108.59500651123206,NA,NA,NA,NA,82.6840633311257,107.912464383502,100.110747186916,79.021064429222,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:34:48Z,100238.02,1.02,103.94103161974118,NA,NA,NA,NA,80.3296430442259,103.692998439414,91.0301465640543,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:35:12Z,100262.47,1.04,105.41955930506718,NA,NA,NA,NA,82.1286225007364,105.215942186758,91.4053971600223,76.9857759651651,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:35:37Z,100286.99,1,108.39661189215863,NA,NA,NA,NA,81.5638459472136,107.667991395784,100.225863747411,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:36:01Z,100311.43,1.06,104.80269715604949,NA,NA,NA,NA,81.3652439605851,104.54640319156,92.0269524230321,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:36:25Z,100335.9,0.93,103.00297593383549,NA,NA,NA,NA,80.3847563987564,102.693776872642,91.0134431029886,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:36:50Z,100360.43,1.02,106.56234966929567,NA,NA,NA,NA,83.1220078919789,106.317378347702,93.5794752212895,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:37:14Z,100384.92,0.75,109.42123133190302,NA,NA,NA,NA,85.5923240666691,109.074915848505,97.9861055808107,77.5132282546882,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:37:39Z,100409.37,0.95,102.38918600636907,NA,NA,NA,NA,77.0754396602016,101.772087917372,93.5124454828283,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:38:03Z,100433.9,1,111.52338387023227,NA,NA,NA,NA,87.4219065451521,111.225874043186,99.4347831720962,78.5109038782318,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:38:28Z,100458.32,0.91,109.71445960672838,NA,NA,NA,NA,85.3128840013319,109.439461557198,97.2722612167863,78.409741257029,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:38:52Z,100482.86,0.75,102.5019816775631,NA,NA,NA,NA,78.5976186828936,102.142715852281,91.2713788980917,NA,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:39:17Z,100507.26,1.11,112.89033634910328,NA,NA,NA,NA,87.9531410065999,112.482904451433,102.211466752931,81.0449876586049,74.8606669804748,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:39:41Z,100531.78,1.11,112.11871907876167,NA,NA,NA,NA,85.0303605771009,111.415240225201,103.772001154307,81.9223415634401,76.9524981490605,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:40:06Z,100556.27,1.08,112.22058050401259,NA,NA,NA,NA,85.8993610583366,111.766355217633,102.061123324205,79.8385729451798,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:40:30Z,100580.76,0.86,110.95871392114881,NA,NA,NA,NA,84.2918932308301,110.397407111775,101.689821673216,79.7281127205953,NA,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:40:55Z,100605.23,0.8,108.65241517881012,NA,NA,NA,NA,85.095691383307,108.321800195032,96.9574264634446,77.7371101954343,74.6316886783748,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:41:19Z,100629.79,0.87,114.25807340432398,NA,NA,NA,NA,89.2576370895712,113.65457107277,105.256912871267,81.9641572310983,75.3293172934611,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:41:44Z,100654.24,0.78,112.35175841416046,NA,NA,NA,NA,86.7354326322776,111.85923507413,102.498076938314,80.9949412943932,77.2838127063952,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:42:08Z,100678.71,0.89,117.39619928526798,NA,NA,NA,NA,90.5565074593576,116.815487615231,108.270375413345,85.2288235615866,80.0607314688356,NA
Zica-20191012-144029,2019-10-12T16:43:59Z,MFA,20191013-200509,2019-10-13T20:42:33Z,100703.2,0.76,110.95539395784888,NA,NA,NA,NA,86.1045202041225,110.681048248438,98.5196498491435,77.7726070916878,76.8764189699467,NA
