TagID,Type,start_time,sec_since_tagon,duration,BB_RMS,SPL_rms_fc_1000,SPL_rms_fc_1250,SPL_rms_fc_1600,SPL_rms_fc_2000,SPL_rms_fc_2500,SPL_rms_fc_3150,SPL_rms_fc_4000,SPL_rms_fc_5000,SPL_rms_fc_6300,SPL_rms_fc_8000
Zica-20191012-144029,MFA,2019-10-13T20:13:35.119Z,98965.3268333333,0.94,98.99577480583798,NA,NA,NA,NA,74.9716060360071,98.2946659353565,90.4356927656012,NA,76.6354617587811,NA
Zica-20191012-144029,MFA,2019-10-13T20:13:59.119Z,98989.8118333333,0.92,102.28763191773119,NA,NA,NA,NA,78.7064827266353,102.018407698216,89.7481065716269,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:14:24.119Z,99014.2418333333,0.94,101.81840735346492,NA,NA,NA,NA,78.3182566013623,101.531221851666,89.5651276023195,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:14:48.119Z,99038.7078333333,0.85,100.0835236245458,NA,NA,NA,NA,75.6492704136496,99.6653114433899,89.5383779788235,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:15:13.119Z,99063.1928333333,0.91,96.54603433861146,NA,NA,NA,NA,73.7299132542262,96.1947335002584,85.1479908041015,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:15:37.119Z,99087.6228333333,0.92,100.47069046956251,NA,NA,NA,NA,75.7821573929393,99.9657397760425,90.6528762428371,73.6572488904187,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:16:02.119Z,99112.0458333333,1.09,102.70775290320967,NA,NA,NA,72.7857135207138,78.9061121464142,102.255155076496,92.4289831436041,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:16:26.119Z,99136.5648333333,0.97,102.81048612347696,NA,NA,NA,NA,78.7635574540906,102.407132664972,92.03107563894,NA,73.540991362513,NA
Zica-20191012-144029,MFA,2019-10-13T20:16:51.119Z,99161.0358333333,0.95,96.31246659220736,NA,NA,NA,NA,73.9087434478203,95.7535941589076,86.9194360452654,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:17:15.119Z,99185.4418333333,0.95,107.42210295206857,NA,NA,NA,NA,82.4263107558166,107.004502840094,96.8616958767304,75.3342263751756,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:17:39.119Z,99209.9318333333,1.08,103.31468163048112,NA,NA,NA,NA,79.5784424669066,102.998388642109,91.5107781737157,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:18:04.119Z,99234.4388333333,0.98,101.96777419747644,NA,NA,NA,NA,77.7400298116801,101.407174748699,92.6615362465115,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:18:28.119Z,99258.8188333333,0.95,107.72392982735253,NA,NA,NA,NA,81.5546510542079,107.195198865303,98.1748373158329,76.3452535300441,75.0574355038449,NA
Zica-20191012-144029,MFA,2019-10-13T20:18:53.119Z,99283.2898333333,0.95,110.71035007114034,NA,NA,NA,NA,84.4199375066857,110.16442393223,101.322368422821,78.7812033274546,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:19:17.119Z,99307.7418333333,0.98,100.37501226617647,NA,NA,NA,NA,75.9571309813761,99.9760634896531,89.6256833492756,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:19:42.119Z,99332.1488333333,1.04,101.55181642846215,NA,NA,NA,NA,76.2821225413631,101.303148543053,88.7680788135314,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:20:06.119Z,99356.6388333333,0.95,105.50365574388907,NA,NA,NA,NA,80.8123538001415,105.000108911203,95.6750263925618,76.1913944788222,74.9729760493709,NA
Zica-20191012-144029,MFA,2019-10-13T20:20:31.119Z,99381.0728333333,0.97,102.42752457600878,NA,NA,NA,NA,77.5662489907429,101.929574722419,92.6420356203866,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:20:55.119Z,99405.5438333333,0.97,102.21193151066663,NA,NA,NA,NA,77.655523175516,101.641496361087,92.9886877036457,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:21:20.119Z,99430.0508333333,0.97,99.42897705125104,NA,NA,NA,NA,74.3081123912808,98.8886806259387,89.994400635023,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:21:44.119Z,99454.4858333333,0.97,103.47138016508872,NA,NA,NA,NA,80.0036293171206,103.249354848628,90.0360311007906,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:22:08.119Z,99478.9048333333,0.91,101.5347099482953,NA,NA,NA,NA,77.6433406228442,101.081811979887,91.3095844964375,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:22:33.119Z,99503.3578333333,0.98,102.62080290715396,NA,NA,NA,NA,77.0436205945685,102.115134486348,92.9204339701166,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:22:57.119Z,99527.8108333333,1.04,107.40290693394982,NA,NA,NA,NA,81.6649016533797,106.950589581088,97.1671338209303,77.7692313316999,73.8162087295289,NA
Zica-20191012-144029,MFA,2019-10-13T20:23:22.119Z,99552.2818333333,1.02,110.64576754965702,NA,NA,NA,NA,84.7825114693549,110.239867878337,99.947493632476,77.4684696879435,80.6727308524194,NA
Zica-20191012-144029,MFA,2019-10-13T20:23:46.119Z,99576.7888333333,0.91,110.35673974735562,NA,NA,NA,NA,84.4682667091914,109.90003474653,100.197793507743,77.5393074318689,75.3189170908542,NA
Zica-20191012-144029,MFA,2019-10-13T20:24:11.119Z,99601.2368333333,1.04,107.65773471463885,NA,NA,NA,NA,82.0470689065444,107.239674849403,97.0858830760338,77.7200006530016,73.0886528998596,NA
Zica-20191012-144029,MFA,2019-10-13T20:24:36.119Z,99626.1108333333,0.62,106.99102917848727,NA,NA,NA,NA,82.4914787099207,106.661804401221,95.4081406224322,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:25:49.119Z,99699.5418333333,0.8,119.9944942141701,101.810260213235,102.117140872816,105.118624687562,111.277390347659,116.465793261071,110.973515498371,108.691818107193,108.533685252625,106.060867898384,106.680959915989
Zica-20191012-144029,MFA,2019-10-13T20:26:38.119Z,99748.5938333333,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:27:02.119Z,99772.7718333333,0.91,108.80586568232278,NA,NA,NA,NA,NA,108.45437238216,97.7126316957435,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:27:27.119Z,99797.2058333333,1.28,107.4510902671883,NA,NA,NA,NA,81.1214514688741,106.925171725043,97.8293314079371,81.6408130323548,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:27:51.119Z,99821.6948333333,1.15,107.37010491694417,NA,NA,NA,NA,82.8729280624211,106.914586751766,97.1358698631674,75.8235767983773,74.9548844466053,NA
Zica-20191012-144029,MFA,2019-10-13T20:28:16.119Z,99846.1658333333,1.04,107.70194165279703,NA,NA,NA,NA,81.9479590595215,107.183261244969,98.0294952706635,77.1612356847254,78.4910468906875,NA
Zica-20191012-144029,MFA,2019-10-13T20:28:40.119Z,99870.6678333333,0.95,109.18415450172908,NA,NA,NA,NA,82.9088357169183,108.684434014081,99.4070709111935,77.6388681124826,74.8267259298042,NA
Zica-20191012-144029,MFA,2019-10-13T20:29:05.119Z,99895.1758333333,0.98,110.12524206481592,NA,NA,NA,NA,83.9778992768902,109.647896786088,100.165132393457,78.7994474073651,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:29:29.119Z,99919.6838333333,1,107.91102405582325,NA,NA,NA,NA,82.9256444541568,107.496685869762,97.2748236667332,77.7570553156203,74.7567026119292,NA
Zica-20191012-144029,MFA,2019-10-13T20:29:54.119Z,99944.1728333333,0.87,107.48027697469905,NA,NA,NA,NA,83.1755513598209,107.157738890367,95.7201909665768,76.049944876634,74.1668833029165,NA
Zica-20191012-144029,MFA,2019-10-13T20:30:18.119Z,99968.6068333333,0.91,106.39441673527102,NA,NA,NA,NA,82.0371869054013,106.082628384195,94.5102700029681,75.464261826061,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:30:43.119Z,99993.1518333333,0.97,103.60801999298795,NA,NA,NA,NA,79.5978789079761,103.060185597219,94.0629201049853,76.7360254832827,75.198428037597,NA
Zica-20191012-144029,MFA,2019-10-13T20:31:07.119Z,100017.658833333,1,113.65219520176821,NA,NA,NA,75.0953363471053,89.6694299514645,113.444252775461,99.8972952046487,79.3936933948921,74.4003559018478,NA
Zica-20191012-144029,MFA,2019-10-13T20:31:32.119Z,100042.111833333,0.98,109.42138335416472,NA,NA,NA,NA,85.1887491758283,109.116293757223,97.4208049253642,79.3247581235806,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:31:56.119Z,100066.545833333,0.93,109.03072203332414,NA,NA,NA,NA,84.4115561188846,108.689463609885,97.5621622087059,78.1085101427216,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:32:21.119Z,100091.035833333,0.98,104.94186022915514,NA,NA,NA,NA,81.2329141454291,104.637716218523,92.9612978007213,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:32:45.119Z,100115.634833333,0.87,101.51826651279336,NA,NA,NA,NA,78.0055893921688,101.195872580845,89.7849560149722,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:33:10.119Z,100140.063833333,1,102.58903438432348,NA,NA,NA,NA,79.0873660118923,102.325699235821,89.9424940115143,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:33:34.119Z,100164.515833333,0.97,102.45154497412913,NA,NA,NA,NA,79.3438843276536,102.188304429661,89.7693488994741,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:33:59.119Z,100189.023833333,0.95,106.40701301340846,NA,NA,NA,NA,82.5665647623678,106.132449096184,93.9759334099989,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:34:23.119Z,100213.439833333,1.02,108.59500651123206,NA,NA,NA,NA,82.6840633311257,107.912464383502,100.110747186916,79.021064429222,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:34:48.119Z,100238.020833333,1.02,103.94103161974118,NA,NA,NA,NA,80.3296430442259,103.692998439414,91.0301465640543,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:35:12.119Z,100262.473833333,1.04,105.41955930506718,NA,NA,NA,NA,82.1286225007364,105.215942186758,91.4053971600223,76.9857759651651,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:35:37.119Z,100286.999833333,1,108.39661189215863,NA,NA,NA,NA,81.5638459472136,107.667991395784,100.225863747411,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:36:01.119Z,100311.433833333,1.06,104.80269715604949,NA,NA,NA,NA,81.3652439605851,104.54640319156,92.0269524230321,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:36:25.119Z,100335.904833333,0.93,103.00297593383549,NA,NA,NA,NA,80.3847563987564,102.693776872642,91.0134431029886,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:36:50.119Z,100360.430833333,1.02,106.56234966929567,NA,NA,NA,NA,83.1220078919789,106.317378347702,93.5794752212895,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:37:14.119Z,100384.926833333,0.75,109.42123133190302,NA,NA,NA,NA,85.5923240666691,109.074915848505,97.9861055808107,77.5132282546882,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:37:39.119Z,100409.379833333,0.95,102.38918600636907,NA,NA,NA,NA,77.0754396602016,101.772087917372,93.5124454828283,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:38:03.119Z,100433.905833333,1,111.52338387023227,NA,NA,NA,NA,87.4219065451521,111.225874043186,99.4347831720962,78.5109038782318,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:38:28.119Z,100458.321833333,0.91,109.71445960672838,NA,NA,NA,NA,85.3128840013319,109.439461557198,97.2722612167863,78.409741257029,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:38:52.119Z,100482.865833333,0.75,102.5019816775631,NA,NA,NA,NA,78.5976186828936,102.142715852281,91.2713788980917,NA,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:39:17.119Z,100507.263833333,1.11,112.89033634910328,NA,NA,NA,NA,87.9531410065999,112.482904451433,102.211466752931,81.0449876586049,74.8606669804748,NA
Zica-20191012-144029,MFA,2019-10-13T20:39:41.119Z,100531.789833333,1.11,112.11871907876167,NA,NA,NA,NA,85.0303605771009,111.415240225201,103.772001154307,81.9223415634401,76.9524981490605,NA
Zica-20191012-144029,MFA,2019-10-13T20:40:06.119Z,100556.278833333,1.08,112.22058050401259,NA,NA,NA,NA,85.8993610583366,111.766355217633,102.061123324205,79.8385729451798,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:40:30.119Z,100580.768833333,0.86,110.95871392114881,NA,NA,NA,NA,84.2918932308301,110.397407111775,101.689821673216,79.7281127205953,NA,NA
Zica-20191012-144029,MFA,2019-10-13T20:40:55.119Z,100605.239833333,0.8,108.65241517881012,NA,NA,NA,NA,85.095691383307,108.321800195032,96.9574264634446,77.7371101954343,74.6316886783748,NA
Zica-20191012-144029,MFA,2019-10-13T20:41:19.119Z,100629.796833333,0.87,114.25807340432398,NA,NA,NA,NA,89.2576370895712,113.65457107277,105.256912871267,81.9641572310983,75.3293172934611,NA
Zica-20191012-144029,MFA,2019-10-13T20:41:44.119Z,100654.248833333,0.78,112.35175841416046,NA,NA,NA,NA,86.7354326322776,111.85923507413,102.498076938314,80.9949412943932,77.2838127063952,NA
Zica-20191012-144029,MFA,2019-10-13T20:42:08.119Z,100678.719833333,0.89,117.39619928526798,NA,NA,NA,NA,90.5565074593576,116.815487615231,108.270375413345,85.2288235615866,80.0607314688356,NA
Zica-20191012-144029,MFA,2019-10-13T20:42:33.119Z,100703.209833333,0.76,110.95539395784888,NA,NA,NA,NA,86.1045202041225,110.681048248438,98.5196498491435,77.7726070916878,76.8764189699467,NA
Zica-20191012-144029,MFA,2019-10-13T20:42:57.119Z,100727.661833333,1.13,123.00500072544997,NA,NA,NA,81.2429433510128,96.5349505098539,122.475553382336,113.484397138825,90.3735551687745,86.0365199226638,78.2589357692729
Zica-20191012-144029,MFA,2019-10-13T20:43:22.119Z,100752.151833333,0.87,118.23628320852293,NA,NA,NA,77.1590804567393,91.4641790953722,117.663826205704,109.04537764379,86.5810019771583,80.079077772792,NA
Zica-20191012-144029,MFA,2019-10-13T20:43:46.119Z,100776.640833333,0.84,120.58301192743212,NA,NA,NA,79.2558593243528,94.7826149341989,120.085510384674,110.78874535414,88.4592674570889,78.9126440275389,NA
Zica-20191012-144029,MFA,2019-10-13T20:44:11.119Z,100801.148833333,0.91,124.43066084250859,NA,NA,NA,82.7143446994002,98.4774640861087,124.000222093362,114.02378758391,91.9305080493365,85.1833180814145,75.9942136026069
Zica-20191012-144029,MFA,2019-10-13T20:44:35.119Z,100825.637833333,0.87,122.01185548538709,NA,NA,NA,80.6296667338019,96.0693067009868,121.555105681478,111.860407520537,88.9729520200542,82.9070524007199,74.6659958131007
Zica-20191012-144029,MFA,2019-10-13T20:45:00.119Z,100850.090833333,1.04,117.91448181278248,NA,NA,NA,76.6787889382811,91.3233444353003,117.393767682793,108.330284248481,85.5629510068284,77.5980727311796,NA
Zica-20191012-144029,MFA,2019-10-13T20:45:24.119Z,100874.634833333,0.91,115.10185831702678,NA,NA,NA,NA,88.4474263191885,114.558355213503,105.665272438368,86.0491003251612,80.8501378209403,NA
Zica-20191012-144029,MFA,2019-10-13T20:45:49.119Z,100899.191833333,0.87,118.47307573311488,NA,NA,NA,77.3677390103369,92.2045744029222,118.008717763129,108.380162896073,86.7825334809182,83.8077823260059,76.4876327553604
Zica-20191012-144029,MFA,2019-10-13T20:46:13.119Z,100923.625833333,1.2,117.8289312599849,NA,NA,NA,77.5436348499853,92.9938663871879,117.521085258227,105.921809897453,84.4978380606584,78.8956171610507,NA
Zica-20191012-144029,MFA,2019-10-13T20:46:38.119Z,100948.188833333,0.86,125.49040926089123,NA,NA,NA,84.7451675659225,101.176226358958,125.27432833495,111.952456842457,90.4983839565581,86.9648171278268,76.4875569165485
Zica-20191012-144029,MFA,2019-10-13T20:47:02.119Z,100972.677833333,0.82,122.6097475551417,NA,NA,NA,81.3853333731555,97.326126514176,122.250341397518,111.405024866719,88.852874044979,84.9559248254567,75.3480926167496
Zica-20191012-144029,MFA,2019-10-13T20:47:27.119Z,100997.148833333,1.08,118.03981120947418,NA,NA,NA,78.1131311856473,93.984575057965,117.802332169515,104.895581232395,83.5463913003687,82.6753330200522,75.3008563047034
Zica-20191012-144029,MFA,2019-10-13T20:47:51.119Z,101021.674833333,1.17,119.61153699280815,NA,NA,NA,79.4040680306747,95.4343306696114,119.290156753847,107.827060842972,88.9593286291344,82.8897080035594,74.7109043042048
Zica-20191012-144029,MFA,2019-10-13T20:48:16.119Z,101046.163833333,1.17,119.22609760708804,NA,NA,NA,78.8294539740152,94.8271401123324,118.748914882639,109.210048857544,86.2390764146879,82.180988107447,NA
Zica-20191012-144029,MFA,2019-10-13T20:48:40.119Z,101070.671833333,1.13,119.66287088763119,NA,NA,NA,78.4298341655844,93.1257190086127,118.97868033673,111.166493206173,88.8900085843656,90.0169410110918,81.9539871619316
Zica-20191012-144029,MFA,2019-10-13T20:49:05.119Z,101095.160833333,1.19,122.42892074834066,NA,NA,NA,81.8985419841519,98.2201059371706,122.203453552503,109.053988569851,87.493898638342,88.0131571988111,79.6120043681367
Zica-20191012-144029,MFA,2019-10-13T20:49:29.119Z,101119.650833333,1.17,118.20276198980682,NA,NA,NA,78.119540595828,93.9672298962919,117.894448031565,106.279102307034,83.9553473115464,76.7067106400879,NA
Zica-20191012-144029,MFA,2019-10-13T20:49:54.119Z,101144.179833333,1.15,121.46402289037034,NA,NA,NA,79.7513524804004,94.5682576600217,120.876668265997,112.397791113549,86.824738302115,78.8500856053928,NA
Zica-20191012-144029,MFA,2019-10-13T20:50:18.119Z,101168.669833333,1.15,124.92337715247422,NA,NA,NA,82.9753661465695,98.3440621714049,124.424969726269,115.156353904807,92.0205550125251,85.7550657436327,76.8253501565888
Zica-20191012-144029,MFA,2019-10-13T20:50:43.119Z,101193.176833333,1.09,123.85193234694523,NA,NA,NA,81.7108411486822,97.6823725125804,123.221504300834,115.052286238576,92.621629067562,80.912754719755,NA
Zica-20191012-144029,MFA,2019-10-13T20:51:07.119Z,101217.629833333,1.11,126.46405742827234,NA,NA,76.2352205745162,85.372903175659,101.772893856811,126.201613661435,113.841264969469,91.8844916944452,87.3661804008303,79.4190527301515
Zica-20191012-144029,MFA,2019-10-13T20:51:32.119Z,101242.173833333,1.13,116.27761417696047,NA,NA,NA,75.9292443904964,91.2708795246017,115.624470078334,107.595925171764,81.6194345458471,83.0239715997285,76.2141545371524
Zica-20191012-144029,MFA,2019-10-13T20:51:56.119Z,101266.657833333,0.87,113.59040450099057,NA,NA,NA,NA,88.5850456262052,113.164948285175,103.094342866004,81.3827312927633,79.073785293656,NA
Zica-20191012-144029,MFA,2019-10-13T20:52:21.119Z,101291.146833333,1.13,117.62640153785372,NA,NA,NA,76.8099845193576,91.9173311051472,117.117213873949,107.895698266287,87.5946520255544,83.6806710724795,76.1305227930237
Zica-20191012-144029,MFA,2019-10-13T20:52:45.119Z,101315.636833333,1.2,121.67477922775925,NA,NA,NA,80.2931257859234,96.1016639683932,121.238900420862,111.314274451587,88.159916697555,83.2019195326304,75.9839577555507
Zica-20191012-144029,MFA,2019-10-13T20:53:10.119Z,101340.162833333,1.13,119.93877137940592,NA,NA,NA,80.2983372539007,96.3760790176715,119.709933027186,106.587092470005,85.0684887065108,84.2576214023419,NA
Zica-20191012-144029,MFA,2019-10-13T20:53:34.119Z,101364.688833333,1.11,122.23261950890829,NA,NA,NA,81.841503403122,98.1535604496209,121.989090089452,109.228600877816,88.2310027450639,80.0531700784936,NA
Zica-20191012-144029,MFA,2019-10-13T20:53:59.119Z,101389.177833333,1.15,119.37775573485013,NA,NA,NA,78.6793517966779,94.4626955274019,119.059365738781,107.627675462872,85.3544898992319,81.1429902029708,NA
Zica-20191012-144029,MFA,2019-10-13T20:54:23.119Z,101413.740833333,1.17,123.60970813468592,NA,NA,NA,82.8851651772188,99.2988839826721,123.373891678979,110.47542960749,88.7906985390925,84.2633025696081,76.9145579792544
Zica-20191012-144029,MFA,2019-10-13T20:54:48.119Z,101438.137833333,2.74,131.93792194544048,NA,NA,80.2265562461467,90.9652372891294,108.729359540716,131.213838320255,123.600827454041,99.454949368268,102.891381843229,95.782853321006
Zica-20191012-144029,MFA,2019-10-13T20:55:09.119Z,101459.713833333,3.75,127.76904068980178,NA,NA,NA,81.3558163473676,97.9416551332591,121.112801520649,126.34654885526,114.484106705116,95.600313111818,109.45354943526701
Zica-20191012-144029,MFA,2019-10-13T20:55:37.119Z,101487.134833333,4.27,123.98910607386021,NA,NA,NA,80.8665583015055,97.391413626945507,120.551108317985,121.168010341972,106.443987994291,91.0345733472608,100.309676437718
Zica-20191012-144029,MFA,2019-10-13T20:56:04.119Z,101514.794833333,4.14,125.89352675464161,NA,NA,75.6081371895636,84.499697670342,101.80096212842,123.873157273186,121.243208252345,109.531160505631,91.4930692144383,98.4517972065817
Zica-20191012-144029,MFA,2019-10-13T20:56:32.119Z,101542.215833333,4.32,122.87430155876928,NA,NA,NA,80.1236991686061,96.5955708011308,119.397778138656,120.103108860551,105.162031903324,96.3922674550751,92.8905527784383
Zica-20191012-144029,MFA,2019-10-13T20:56:59.119Z,101569.820833333,4.16,129.02454163754913,NA,NA,NA,84.1857445378446,101.405131523545,124.542331252408,126.988234222553,110.672697612758,91.3233996665789,100.719975682839
Zica-20191012-144029,MFA,2019-10-13T20:57:27.119Z,101597.315833333,4.23,126.5918099551945,93.8912161610509,NA,NA,85.5213303811565,102.637855274411,123.751478780763,123.082834576196,111.264813747901,89.6104950309958,87.1622410031552
Zica-20191012-144029,MFA,2019-10-13T20:57:54.119Z,101624.901833333,4.08,124.88869142115746,94.5008711620525,91.8514242660376,89.0037017885795,86.6621797034925,97.2224154442846,123.68310610482,118.479617703489,104.520681800697,93.5961832805195,90.0380955012257
Zica-20191012-144029,MFA,2019-10-13T20:58:22.119Z,101652.415833333,4.19,116.41220284190807,NA,NA,NA,NA,90.78796713483,111.753981066873,114.210468735221,100.877130199332,98.8678296584476,95.0236026166574
Zica-20191012-144029,MFA,2019-10-13T20:58:50.119Z,101679.983833333,4.25,123.86104279739017,NA,NA,NA,78.8612157181144,95.0861851303797,117.392179255438,122.582164264996,108.144894322379,91.3540656123693,93.1976678160395
Zica-20191012-144029,MFA,2019-10-13T20:59:17.119Z,101707.606833333,4.16,124.52516932823605,NA,NA,NA,82.4650626317341,97.9564943161387,123.614130603019,117.086154328037,101.869837614515,87.516088863205,94.5227110261601
